-1.221111058220295309e+00,-1.321110060995796254e-01,1.500227752760241007e+00,1.580840378794550638e+00,-1.438840921094449277e+00,1.499104026594298311e+00,-2.006121778208430850e+00
-7.811167184786027562e-01,-7.532098594876853737e-01,4.525457130517479554e-01,1.580281808142907751e+00,-4.393677013098286066e-01,8.463596447458902050e-01,-2.514617501150411716e+00
-2.689484548566783984e-01,-8.397162742164424598e-01,5.788000788798094431e-01,1.907981493815419372e+00,-6.143526270762588171e-01,6.856074481312682822e-01,-1.673013664933328037e+00
-1.146601612010514221e-01,-1.126327778510341160e+00,-6.900775774623666425e-01,1.885746447981012430e+00,3.480778163348092757e-01,9.336929905945835495e-01,2.959000000000000075e+00
-1.029357242006498030e+00,-8.507311105650322558e-01,1.170495189302204198e+00,2.003182727384195339e+00,-8.126454410102981196e-01,9.899581332951142842e-01,-1.802755716668863251e+00
-1.012444364204799330e+00,-7.573357008070986662e-01,4.232846950503047490e-01,1.157647794586006196e+00,-3.213423566104018914e-01,1.233405301889566319e+00,-2.959000000000000075e+00
-7.944004388771703784e-01,-7.241739953658804518e-01,1.878122916470451598e-01,1.189190607830502566e+00,-1.555331609571852236e-01,1.119349103973240833e+00,-2.957312217451627312e+00
6.749708554933993021e-01,-1.393535509904384240e+00,-5.857848164794048351e-01,2.431788014252510344e+00,-2.959000000000000075e+00,-5.688550886093750591e-01,7.272808517933876393e-01
-7.294982095628249619e-01,-7.692791604493446345e-01,5.371315663967857201e-01,1.846121167296219001e+00,-6.319597889286523440e-01,6.707739848468508015e-01,-2.172584405775585203e+00
-1.321287644609072220e+00,2.872035854652067455e-01,2.056923640750437876e+00,1.450913872497493706e+00,-1.946480191427025774e+00,1.993999999999999773e+00,-2.380125143767256368e+00
-1.103438543586689802e+00,-5.009092178772754922e-01,7.817257225091694961e-01,1.782253833640069951e+00,-1.068829941141172357e+00,7.817056612928925396e-01,-2.102568869908066684e+00
3.063146610492791244e-01,-7.629021831680975474e-01,-1.972422331599968121e-03,2.334622598103792690e+00,-8.956606489442359154e-01,-2.133705596684075910e-03,-1.155849151526236795e+00
-6.326101018943832699e-01,-4.063426196526678802e-01,4.609489219450472186e-01,1.607767385209515787e+00,-8.418216900346910947e-01,5.790682312865561565e-01,-2.042319496077200647e+00
-5.325511654648255044e-01,-8.960833361886688664e-01,8.465976120744304056e-01,1.795234317227530907e+00,-6.100387669452120853e-01,9.549466527116811099e-01,-1.782214797001875572e+00
